20120401	56.0
20120402	54.0
20120403	53.0
20120404	53.0
20120405	51.0
20120406	49.0
20120407	50.0
20120408	53.0
20120409	53.0
20120410	52.0
20120411	50.0
20120412	50.0
20120413	52.0
20120414	55.0
20120415	56.0
20120416	54.0
20120417	54.0
20120418	55.0
20120419	55.0
20120420	55.0
20120421	55.0
20120422	54.0
20120423	54.0
20120424	58.0
20120425	61.0
20120426	58.0
20120427	55.0
20120428	54.0
20120429	56.0
20120430	59.0
